Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
136,12,19,14,7,14,24,12,6,9,13,14,28,13,23,11,5,14,6,18,14,5,20,23,26,14,7,12,20,5,12,10,15,16,8,15,19,28,30,10,8,22,12,17,7,12,16,11,6,8,12,12,18,31,15,18,6,15,8,18,28,18,10,10,8,10,17,8,8,12,4,14,20,21,16,14,22,18,9,6,8,12,15,11,5,8,8,18,25,8,16,11,17,32,6,11,7,6,31,18,14,8,16,16,19,5,10,10,18,21,6,25,6,5,13,13,14,28,13,14,12,8,32,22,14,22,10,14,10,9,5,13,14,12,31,5,0,10,16,14,6,7,11,11,17,8,15,5,6,8,9,14,10,28,20,22,7,8,9,10,10,10,18,14,19,12,22,12,16,12,10,20,17,18,16,10,19,32,22,16,30,9,8,26,9,14,25,10,14,14,11,14,5,10,12,17,14
137,9,13,19,14,7,36,3,13,16,7,5,18,11,32,20,7,5,15,8,7,14,13,14,19,24,11,22,14,15,4,19,8,10,3,5,27,18,42,3,3,34,6,23,16,7,9,16,12,14,16,22,7,25,8,12,14,5,12,8,18,8,17,6,12,19,19,12,4,5,12,22,17,30,11,7,31,11,19,13,17,5,9,16,6,12,10,28,34,4,27,22,10,39,17,5,11,9,38,8,19,3,21,10,29,11,16,19,12,15,14,18,16,15,7,3,5,19,3,8,6,17,40,17,8,11,9,17,4,2,11,7,8,11,24,8,10,0,10,13,12,13,5,5,11,14,21,7,4,17,18,7,6,38,14,15,10,4,14,12,16,16,28,4,16,21,28,6,10,12,20,13,11,24,26,15,19,40,15,6,21,9,10,17,9,5,16,4,8,4,8,5,15,4,21,7,25
138,19,6,31,23,18,26,10,22,8,8,14,26,22,26,24,13,13,11,16,4,13,6,24,9,16,10,24,6,17,11,12,5,1,12,14,20,26,33,8,12,24,8,35,24,17,4,9,22,23,8,18,16,15,5,6,12,13,10,15,26,16,26,16,9,21,29,10,9,7,13,19,27,23,2,18,23,6,18,21,13,9,4,8,12,10,8,19,28,9,23,14,7,31,24,6,10,12,31,16,11,12,32,4,19,13,8,12,6,9,12,9,13,13,8,12,13,27,12,5,9,18,32,8,4,20,7,10,7,12,12,4,4,21,14,12,16,10,0,4,22,24,6,7,0,9,30,12,13,19,18,18,16,32,4,5,10,9,8,8,26,25,21,13,26,26,40,6,2,22,24,6,3,36,18,25,29,32,6,15,28,8,9,24,9,16,24,8,4,12,19,13,21,14,13,16,16
139,17,10,27,20,16,22,14,20,6,13,16,31,18,22,24,10,18,8,22,7,10,10,26,14,12,7,23,10,15,15,10,9,4,10,17,16,30,28,10,10,21,12,30,20,15,8,4,20,21,4,15,19,18,10,10,9,17,6,18,29,20,25,14,6,18,26,6,8,12,10,18,24,19,7,16,19,10,17,20,10,14,8,4,10,6,6,16,22,8,22,12,11,27,20,9,8,8,28,20,7,10,28,8,16,10,4,7,10,14,9,12,11,10,13,16,18,32,15,9,13,15,28,10,9,23,5,5,10,11,9,6,8,20,17,10,14,13,4,0,20,21,9,11,4,6,28,10,10,15,15,15,14,26,6,8,8,9,6,5,24,23,16,16,24,22,35,11,6,18,22,10,7,33,14,22,26,29,9,20,30,6,6,30,6,16,27,11,8,16,15,16,18,13,9,20,15
140,15,24,8,10,16,23,15,1,14,18,16,30,14,20,9,10,17,11,20,20,10,25,25,30,12,12,9,24,4,15,10,20,22,11,17,17,29,28,15,10,21,17,13,4,14,21,16,0,6,17,10,19,36,20,22,11,18,14,19,31,20,5,13,12,8,19,13,13,17,10,11,23,18,22,15,20,22,6,2,9,16,20,17,10,13,13,15,23,14,14,9,21,28,4,15,12,12,26,19,18,10,10,22,16,10,15,14,24,25,10,30,8,10,19,15,17,31,14,18,18,6,29,30,20,23,16,20,16,10,10,19,19,15,36,10,6,12,22,20,0,6,16,17,23,14,10,11,10,6,6,15,12,26,25,28,12,13,14,15,8,12,17,16,22,9,18,17,22,14,9,24,22,14,14,12,22,28,26,19,30,14,13,29,14,16,27,14,18,15,14,17,3,12,12,19,12
141,9,28,13,4,10,28,15,6,15,21,11,24,9,27,15,10,11,13,14,20,10,26,18,31,17,14,15,26,9,16,13,21,22,11,12,21,23,35,16,12,27,19,12,9,9,23,17,6,1,18,16,14,36,21,23,11,12,14,15,25,14,11,8,14,14,15,14,14,18,11,16,16,24,22,10,24,23,12,7,11,18,21,18,11,15,15,22,29,14,19,14,23,35,9,16,14,12,32,14,20,12,9,21,22,12,16,15,24,28,12,33,10,10,20,12,11,24,11,21,20,12,33,28,21,18,16,21,17,12,11,20,20,9,38,10,7,13,24,21,6,0,18,18,24,14,16,11,11,11,13,10,7,31,27,28,13,14,15,17,3,6,21,14,16,15,20,18,21,9,14,25,23,12,20,8,16,34,28,13,26,14,14,24,15,10,22,16,20,14,8,15,9,10,15,13,17
142,13,10,25,18,12,31,7,16,12,4,9,24,16,29,20,7,9,11,13,3,10,8,18,14,20,8,20,8,12,7,16,4,6,6,9,25,20,37,2,6,28,4,29,18,12,5,12,16,18,12,18,11,22,4,7,10,9,8,11,23,12,20,10,7,15,24,8,4,3,8,18,22,26,6,11,28,7,15,17,13,5,4,12,6,7,6,24,31,4,22,16,6,37,17,1,8,6,35,11,15,6,25,5,24,7,12,16,8,10,10,15,11,10,4,8,9,24,7,4,5,14,36,13,4,16,5,14,2,6,7,3,3,16,20,7,11,5,6,9,16,18,0,3,6,10,24,6,7,13,14,12,10,33,10,12,6,3,11,8,20,19,24,8,23,20,34,2,5,16,19,9,6,30,21,20,24,36,11,10,24,4,6,21,5,10,19,4,4,8,12,9,15,8,16,11,20
143,14,8,26,19,12,33,4,17,14,2,7,21,16,32,21,8,7,13,10,4,13,8,18,14,24,10,21,8,14,4,18,3,8,7,7,27,19,40,3,7,31,1,28,17,12,4,14,16,19,15,21,12,20,3,6,14,7,11,9,19,9,21,10,10,19,25,11,4,0,11,22,22,30,5,12,31,6,18,18,17,3,4,15,7,10,8,27,33,4,26,20,5,39,18,2,10,8,37,9,17,7,27,4,26,10,14,18,7,10,13,14,15,14,2,5,7,20,8,3,2,16,39,14,3,13,8,16,2,6,10,6,4,16,19,7,11,5,7,11,17,18,3,0,7,12,27,7,8,16,18,13,12,39,10,11,10,4,14,11,22,21,27,6,22,20,34,1,5,17,21,8,5,29,24,20,24,38,11,10,21,7,9,19,8,11,17,2,4,5,13,6,16,8,20,9,22
144,18,7,30,23,18,27,11,22,8,8,14,28,22,24,26,12,14,11,16,4,13,6,23,10,16,10,25,6,18,11,12,5,1,12,13,19,25,31,8,12,24,8,35,23,17,4,8,22,23,8,18,16,15,5,6,12,12,9,16,27,16,26,17,10,20,29,9,10,7,12,20,27,23,2,17,24,6,20,23,13,9,4,8,12,10,9,20,28,10,23,14,7,31,22,6,10,11,32,15,10,12,31,4,20,12,8,11,6,9,13,9,14,14,8,12,13,27,13,5,8,19,34,8,4,19,7,10,7,12,12,4,3,22,14,12,17,11,0,4,23,24,6,7,0,9,32,12,13,19,18,18,16,31,4,5,10,8,8,8,25,25,20,13,26,25,38,6,2,21,26,6,2,36,17,24,30,33,6,16,28,9,10,26,9,15,23,8,4,12,18,13,20,14,13,16,17
145,16,12,20,14,17,21,16,14,2,14,19,34,17,20,18,7,20,2,22,9,4,11,26,16,10,3,17,12,10,17,6,10,9,12,19,14,31,27,12,12,18,14,24,14,17,10,3,14,16,4,9,21,24,11,12,3,19,3,21,33,21,18,14,3,12,22,3,10,13,4,11,24,16,9,18,18,12,10,14,4,15,10,4,8,3,5,14,22,10,16,7,12,26,14,11,3,5,25,22,6,11,23,10,15,4,2,6,12,14,3,18,5,4,14,17,18,32,17,11,14,9,28,15,11,26,5,6,11,13,4,8,9,17,22,7,8,14,9,6,14,14,10,12,9,0,22,8,10,10,9,17,14,24,12,13,4,11,2,2,17,17,15,19,25,16,31,12,8,15,18,12,9,26,12,16,22,27,14,21,34,6,5,32,5,19,28,14,9,17,16,19,12,14,8,21,10
146,23,36,2,19,26,14,24,9,22,27,26,42,25,12,6,20,25,20,28,28,19,34,35,37,18,22,6,35,14,25,20,29,30,20,26,18,38,18,24,20,12,27,4,9,23,30,25,10,15,26,14,28,48,30,31,19,26,21,27,40,28,4,21,21,10,28,22,23,26,18,11,32,15,31,25,20,31,12,8,18,26,28,26,19,23,22,18,15,22,7,17,30,20,8,24,21,21,18,29,27,19,6,30,22,18,23,24,32,36,19,39,18,18,28,24,25,40,25,29,28,14,19,36,30,32,24,29,24,20,20,27,28,24,45,18,15,21,30,28,10,16,24,27,32,22,0,19,19,13,14,26,22,18,34,36,22,22,23,23,18,21,17,25,33,6,8,27,30,23,6,33,30,8,18,21,31,18,36,29,42,23,22,38,23,26,37,23,28,24,23,26,10,22,20,29,15
147,8,15,18,12,10,29,9,11,9,9,12,26,10,27,14,1,12,9,16,9,8,14,19,20,17,5,16,14,8,9,14,10,12,5,12,20,25,33,5,5,27,8,22,11,9,11,10,10,12,10,16,14,26,10,12,7,12,5,13,25,14,15,7,5,13,18,5,3,7,6,16,18,24,12,10,26,13,12,11,10,8,11,10,1,5,4,20,30,3,20,15,12,34,11,6,5,3,34,14,12,5,21,11,22,4,9,13,14,17,8,20,9,8,9,10,11,25,9,9,8,11,35,19,10,18,5,11,6,6,4,9,10,9,26,1,5,7,12,10,11,11,6,7,12,8,19,0,3,10,12,10,7,31,15,18,4,4,8,6,14,14,21,12,16,15,28,8,11,10,14,14,12,23,19,13,17,34,17,14,25,4,4,24,4,11,22,6,9,11,9,11,10,7,14,14,18
148,7,16,18,12,8,30,6,10,12,9,9,22,9,28,17,4,8,12,12,10,11,15,16,20,21,8,18,15,10,6,16,10,12,2,9,25,21,36,5,2,29,8,22,12,6,11,12,10,12,13,18,12,27,10,14,11,9,8,11,21,12,14,4,8,15,18,8,4,7,8,18,16,26,12,8,29,13,16,10,13,7,11,13,3,8,6,24,31,4,22,18,12,37,12,7,7,6,36,11,14,2,20,11,24,8,11,16,14,17,11,22,11,11,10,7,9,24,7,10,8,14,38,18,10,16,6,14,6,3,7,9,9,9,27,4,6,4,13,10,10,11,7,8,13,10,19,3,0,14,15,7,4,34,16,17,6,4,11,8,14,14,25,9,16,17,27,8,11,10,17,15,13,23,21,13,16,36,18,10,23,5,7,21,6,8,20,5,10,8,6,8,10,4,18,11,21
149,18,22,12,15,22,17,20,5,10,18,21,36,19,16,8,10,22,7,25,14,6,21,29,25,7,8,8,20,3,21,6,16,19,16,22,11,33,22,15,16,16,17,16,5,20,16,12,6,10,13,5,25,34,15,19,7,21,9,24,34,25,9,17,10,3,26,9,13,16,6,6,27,14,17,21,15,20,2,4,6,19,16,13,12,9,10,11,18,14,9,4,18,24,5,14,9,8,22,24,15,15,15,17,12,7,11,11,20,23,6,27,4,6,17,20,22,34,19,15,17,1,22,24,16,28,11,16,15,16,7,14,16,20,32,10,8,17,19,15,6,11,13,16,19,10,13,10,14,0,2,21,17,22,22,24,8,13,10,11,14,16,12,22,26,8,20,15,17,19,8,20,17,16,9,18,25,22,24,24,38,10,9,34,10,22,33,16,16,22,20,21,3,18,7,26,6
150,20,20,12,16,23,16,22,6,10,18,23,37,20,14,8,11,23,7,27,14,5,20,30,26,6,8,8,21,4,22,6,15,17,17,23,10,36,22,16,16,15,18,16,6,21,16,12,7,12,12,4,27,33,16,18,6,24,9,26,38,25,9,18,9,3,27,9,14,17,7,4,30,12,18,22,13,18,2,5,5,19,16,12,12,9,9,9,17,15,8,4,17,23,6,15,8,10,21,26,14,16,14,17,10,8,11,10,19,22,6,27,4,5,18,21,24,36,21,14,19,1,22,24,16,29,11,14,16,17,8,14,15,21,30,12,9,18,18,15,6,13,14,18,18,9,14,12,15,2,0,21,18,20,21,22,9,16,10,11,14,17,10,22,28,8,20,18,17,20,8,20,18,17,8,19,27,21,24,26,38,11,9,35,10,23,34,17,15,24,20,22,4,18,7,25,5
151,2,21,22,6,0,39,9,16,18,14,6,16,4,38,23,11,6,18,7,15,18,20,10,24,26,15,25,20,18,10,24,15,17,6,6,33,14,44,10,6,36,13,21,18,2,16,19,15,10,19,26,4,31,15,18,17,6,15,9,18,8,20,4,15,23,12,15,9,12,16,25,10,35,18,0,36,18,21,16,19,12,16,19,10,15,13,31,37,8,30,26,16,45,20,12,15,13,42,5,23,6,19,16,32,14,19,23,19,21,18,26,18,18,14,7,6,16,5,14,13,21,42,23,14,9,13,20,11,6,14,14,15,4,32,10,14,7,18,15,15,10,12,13,18,17,26,10,7,21,21,0,4,41,20,22,13,9,18,16,9,9,33,8,11,24,28,12,17,5,24,20,17,17,30,8,11,43,24,4,16,12,14,20,12,2,14,10,15,7,2,9,17,4,24,7,26
152,3,20,20,7,4,34,8,12,16,14,5,19,5,34,22,8,5,15,8,14,14,18,13,24,23,12,22,19,14,10,19,15,16,5,5,29,18,40,9,5,34,12,18,16,2,15,16,13,8,17,23,8,32,14,17,15,5,12,8,18,8,18,1,12,19,14,12,8,12,12,24,11,32,16,4,31,17,18,14,17,11,15,17,7,11,10,26,34,8,26,21,16,40,16,11,12,9,41,8,19,5,16,16,27,11,16,19,18,20,14,25,15,15,14,6,5,18,4,14,12,19,39,22,14,11,9,18,10,6,11,13,14,5,29,8,10,6,16,14,12,7,10,12,16,14,22,7,4,17,18,4,0,38,19,21,10,9,15,12,10,10,28,8,12,22,27,12,16,6,20,18,16,19,26,10,12,39,22,6,20,8,10,18,9,5,15,10,14,6,2,9,15,3,21,8,24
153,39,35,20,37,43,4,42,25,22,40,43,56,40,6,18,32,42,23,46,32,24,37,48,41,15,27,18,36,24,39,19,36,29,37,42,11,55,3,38,36,6,38,21,22,42,32,22,26,30,22,17,47,37,36,35,24,41,27,45,54,46,21,37,26,18,48,26,33,38,27,16,50,8,32,40,7,35,20,26,21,39,32,23,31,26,29,11,4,34,12,18,36,3,23,34,27,30,3,48,20,35,22,35,11,28,22,19,34,38,24,28,23,24,36,40,42,59,40,34,38,21,8,24,35,52,30,21,36,35,27,31,34,42,37,32,28,38,32,26,26,31,33,39,31,24,18,31,34,22,20,41,38,0,28,27,28,34,24,26,34,38,10,40,48,16,21,37,32,41,19,36,32,25,13,37,45,14,33,42,55,32,29,56,30,42,55,38,34,40,39,43,24,37,18,47,14
154,22,9,32,27,20,24,13,25,11,10,16,30,24,25,28,16,15,14,19,6,16,8,26,12,15,14,28,8,21,13,16,7,4,15,15,18,27,29,10,15,26,10,37,27,21,6,9,26,27,9,22,20,13,8,8,14,15,12,18,29,18,29,20,12,24,33,13,12,9,16,23,29,21,4,20,23,8,22,26,16,11,6,9,15,12,12,17,25,13,26,17,9,30,27,9,13,14,28,18,8,15,36,6,19,16,10,12,8,11,14,6,17,16,10,14,14,30,16,6,10,21,31,6,7,23,11,7,10,14,15,6,6,25,12,16,20,14,4,6,25,27,10,10,4,12,34,15,16,22,21,20,19,28,0,2,14,11,12,11,28,30,19,15,32,28,42,9,4,24,30,8,4,38,16,30,31,37,6,19,30,12,12,26,11,19,25,10,6,14,22,15,23,16,14,18,20
155,24,8,34,29,22,26,13,26,13,11,18,28,26,28,29,18,16,15,18,8,18,8,28,11,17,16,29,8,23,13,17,8,5,17,16,17,28,30,13,18,28,10,38,27,22,6,11,26,30,10,22,21,11,8,8,18,17,14,18,28,18,31,21,14,26,33,14,15,10,17,25,31,22,6,22,22,8,24,26,18,12,7,10,17,14,14,19,26,15,29,19,9,29,27,12,15,16,29,17,9,17,36,6,18,17,12,14,8,11,16,4,18,18,11,16,18,30,18,8,10,23,32,6,7,22,12,9,12,17,18,8,8,26,10,18,22,15,5,8,28,28,12,11,5,13,36,18,17,24,22,22,21,27,2,0,15,14,13,12,30,31,19,16,31,30,44,10,6,26,30,8,5,38,18,29,32,38,6,20,30,14,14,27,14,19,25,12,8,16,22,15,26,19,16,18,22
156,12,13,20,14,14,25,12,12,5,10,16,30,12,23,16,3,15,6,18,8,5,12,22,17,14,2,16,14,8,12,9,8,10,8,15,18,28,30,8,8,24,10,24,13,13,9,6,12,14,6,12,18,26,8,10,4,16,2,17,27,17,16,11,2,11,20,2,6,9,3,13,21,21,10,14,23,11,9,13,7,12,8,6,4,2,2,17,26,6,16,11,10,30,13,7,2,1,28,17,8,8,21,9,18,2,6,10,12,15,4,19,6,5,10,12,15,29,13,8,10,8,29,16,8,22,3,7,8,9,2,7,7,13,25,3,7,10,10,8,12,13,6,10,10,4,22,4,6,8,9,13,10,28,14,15,0,6,6,3,15,16,18,15,20,16,29,8,9,12,16,12,11,25,17,16,18,29,16,16,30,2,1,26,2,14,25,9,8,14,11,15,11,10,11,18,14
157,11,12,22,15,9,31,6,14,12,6,9,23,13,29,18,4,9,12,12,6,11,11,17,17,19,7,18,11,11,6,16,6,9,4,9,24,21,36,2,4,28,4,25,14,9,8,12,14,16,12,19,12,23,6,9,10,9,8,11,22,12,19,8,8,16,22,8,1,4,9,20,18,26,9,9,29,9,16,14,14,5,7,13,4,8,6,25,32,1,22,18,8,36,15,2,8,6,36,12,15,4,23,8,25,7,12,16,10,13,10,18,12,11,6,7,9,23,6,6,4,14,35,14,6,15,6,14,2,3,7,5,6,13,22,4,8,4,9,9,13,14,3,4,8,11,22,4,4,13,16,9,9,34,11,14,6,0,12,8,17,18,25,8,19,17,31,4,8,14,18,11,8,28,21,17,20,36,14,11,24,5,6,21,5,8,19,3,6,8,10,8,13,6,18,12,20
158,17,14,22,16,19,19,18,14,0,15,20,33,18,18,17,8,19,3,23,10,5,12,28,17,9,4,18,13,10,18,5,12,8,12,20,13,33,25,14,14,19,14,26,16,18,11,2,14,16,3,10,23,24,12,12,4,21,4,23,34,22,19,16,4,12,23,4,11,14,5,12,26,15,10,19,17,13,11,14,5,16,11,3,10,4,6,13,21,12,16,6,14,26,14,12,4,6,24,23,5,13,23,11,14,4,2,4,13,15,4,16,6,5,16,18,19,32,18,12,15,10,25,14,11,28,6,5,12,14,4,8,10,17,23,8,9,14,8,6,14,15,11,14,8,2,23,8,11,10,10,18,15,24,12,13,6,12,0,3,18,19,14,20,26,18,30,13,9,18,18,12,9,27,11,18,24,24,13,21,33,7,6,33,6,20,30,15,11,18,17,19,14,16,6,22,9
159,14,11,24,16,16,23,15,15,4,12,16,32,15,21,19,5,16,4,20,7,6,10,25,14,12,3,18,10,11,15,8,9,8,10,17,16,28,28,10,10,21,11,27,16,14,8,4,15,17,4,10,20,23,9,10,4,17,2,19,31,18,20,13,2,14,22,2,8,11,6,12,22,20,7,16,20,9,12,15,6,13,8,4,6,2,3,16,24,8,17,9,10,28,16,9,3,4,27,19,6,10,24,8,16,5,4,8,9,12,5,16,7,6,12,14,17,32,15,8,12,11,29,14,8,23,3,6,9,10,5,6,7,14,22,5,10,12,8,5,15,17,8,11,8,2,23,6,8,11,11,16,12,26,11,12,3,8,3,0,19,20,16,16,22,18,33,11,7,14,18,10,8,27,15,18,20,27,13,18,33,4,2,30,4,16,28,11,7,17,13,16,13,12,9,19,12
160,7,28,16,3,9,32,18,8,18,23,14,22,7,29,17,13,15,15,16,24,13,29,17,35,19,16,17,29,10,18,16,23,26,15,15,24,20,36,19,14,30,21,13,12,9,26,21,8,3,20,18,12,42,24,27,14,14,18,18,26,16,13,10,17,16,12,18,16,21,13,19,15,26,24,8,29,26,15,9,13,21,25,20,14,16,17,23,31,17,20,18,25,36,11,20,16,15,34,14,23,15,12,24,24,13,19,18,29,30,14,34,12,14,23,16,15,24,14,22,22,14,37,32,22,16,19,24,19,15,14,23,24,7,40,14,10,16,26,24,8,3,20,22,25,17,18,14,14,14,14,9,10,34,28,30,15,17,18,19,0,4,23,16,14,17,21,22,24,6,17,27,26,10,21,5,13,36,32,11,24,17,16,28,18,11,21,19,22,16,8,19,10,12,16,16,20
161,8,29,18,3,9,33,18,11,17,23,14,20,6,31,20,14,14,15,16,24,14,28,14,33,22,16,21,30,14,20,18,24,26,15,14,28,18,40,19,14,32,22,16,14,9,24,20,12,6,21,20,9,42,24,27,15,14,18,18,26,16,16,10,18,20,10,17,17,21,14,22,11,29,26,9,30,27,18,12,16,21,25,21,15,17,17,26,33,17,24,20,24,39,15,20,16,16,39,13,22,14,14,24,28,14,20,18,28,29,15,36,14,14,23,16,15,24,14,24,22,16,40,32,24,14,19,22,20,14,13,23,23,5,38,14,10,16,25,23,12,6,19,21,25,17,21,14,14,16,17,9,10,38,30,31,16,18,19,20,4,0,28,17,12,20,24,22,25,5,20,27,25,13,25,2,10,38,31,12,21,17,17,27,17,11,22,19,22,16,8,18,13,13,20,16,22
162,31,25,17,24,32,6,32,16,14,28,34,49,30,9,12,21,32,14,35,22,14,25,43,28,5,16,11,26,14,31,9,25,20,27,32,2,46,12,26,26,8,27,20,13,32,23,13,17,21,12,7,35,30,26,25,15,34,16,35,46,37,13,29,18,9,36,17,25,28,15,6,40,3,22,32,4,26,10,14,12,28,25,13,22,16,18,1,7,25,11,7,27,12,13,24,16,20,12,36,10,26,18,23,4,17,13,9,25,28,15,22,13,14,27,32,34,46,30,25,27,11,12,21,25,42,19,12,26,26,18,22,24,30,29,21,18,28,21,16,17,21,24,27,20,15,17,21,25,12,10,33,28,10,19,19,18,25,14,16,23,28,0,32,39,11,25,28,21,30,12,26,23,22,3,28,38,19,22,34,48,20,19,43,20,34,44,27,24,31,30,32,14,27,8,35,5
163,10,12,24,15,8,40,2,17,19,6,3,15,12,36,26,12,3,19,4,10,18,12,15,17,29,16,26,12,20,3,24,8,14,7,3,33,13,42,7,7,38,5,24,20,8,10,20,16,14,21,27,8,25,8,10,19,3,16,3,14,3,22,7,17,23,20,16,8,6,17,29,19,36,10,8,37,10,24,18,22,4,8,21,11,16,14,32,38,9,29,25,9,45,19,8,15,14,44,4,22,7,22,10,32,16,20,24,12,14,18,18,20,19,7,2,3,15,3,8,6,23,43,20,8,7,14,21,7,6,14,11,10,13,24,12,14,4,13,16,16,14,8,6,13,19,25,12,9,22,22,8,8,40,15,16,15,8,20,16,16,17,32,0,19,26,29,6,11,13,25,12,10,25,31,16,19,42,14,6,16,12,15,13,14,6,11,6,9,1,9,2,19,5,26,3,27
164,8,32,29,14,10,46,20,23,24,24,16,12,8,44,30,18,15,24,17,26,25,30,4,36,33,21,31,31,25,20,31,25,27,16,16,38,8,50,19,15,42,24,28,25,11,26,28,22,18,26,32,11,43,26,29,25,16,22,18,28,18,28,12,21,28,2,22,18,21,23,32,1,39,28,11,43,28,28,24,28,21,27,26,16,21,20,39,45,19,35,32,27,48,27,21,20,20,50,15,28,16,26,28,37,20,24,29,29,32,23,36,26,26,25,16,15,27,15,25,24,29,51,33,25,13,21,26,22,16,21,25,24,8,40,18,19,16,26,24,22,16,23,22,26,25,33,16,16,26,28,11,12,48,32,31,20,19,26,22,14,12,39,19,0,32,34,23,28,9,31,29,28,24,37,10,2,52,32,12,14,19,20,30,20,13,23,20,24,17,9,20,25,14,30,16,35
165,23,28,6,18,25,14,24,9,17,21,27,42,24,12,1,15,27,14,29,23,12,28,33,34,14,15,0,28,8,23,13,24,26,18,27,12,37,18,20,20,11,22,10,6,23,25,19,10,14,20,8,30,41,22,27,14,26,16,28,39,29,5,22,16,5,29,16,17,20,13,6,30,10,25,26,14,25,6,8,12,22,23,19,16,16,17,12,14,17,5,12,24,20,6,18,15,15,19,29,21,20,7,24,15,13,18,18,28,28,13,35,12,12,23,24,26,40,25,22,22,8,20,31,24,34,19,23,18,20,13,22,23,24,40,14,12,21,26,22,9,15,20,20,25,16,6,15,17,8,8,24,22,16,28,30,16,17,18,18,17,20,11,26,32,0,14,20,23,22,1,28,25,10,12,22,29,20,30,27,40,16,16,37,17,27,35,21,23,24,23,26,7,21,14,27,8
166,28,43,9,24,29,20,30,18,32,37,30,44,30,18,14,27,29,28,34,36,26,40,37,45,27,28,15,40,21,32,28,36,40,27,32,26,44,23,32,28,17,34,8,17,29,37,32,17,20,34,21,33,52,38,40,27,31,30,34,45,35,13,26,29,19,33,29,31,34,26,19,37,23,39,29,29,40,20,17,28,32,39,32,27,30,31,26,18,30,14,25,37,24,16,32,30,29,23,33,36,27,10,39,30,28,33,30,42,43,27,50,25,26,36,30,32,45,29,36,35,22,15,45,36,36,30,37,32,27,26,36,35,29,51,27,22,28,40,35,18,20,34,34,38,31,8,28,27,20,20,28,27,21,42,44,29,31,30,33,21,24,25,29,34,14,0,36,37,28,14,42,38,12,25,26,34,14,44,32,46,29,32,42,30,29,42,33,35,30,27,32,18,25,28,33,22
167,14,8,25,20,13,31,5,17,13,2,7,20,16,32,22,8,8,13,10,3,12,7,20,13,22,10,20,8,14,5,18,3,7,7,8,25,18,36,3,8,30,2,28,18,13,4,15,18,20,14,20,13,21,2,5,12,7,10,9,20,10,22,11,10,18,25,10,5,1,11,20,23,28,5,13,30,6,17,18,15,4,4,14,8,10,8,27,34,5,23,20,5,39,18,2,10,8,36,10,17,8,28,4,27,9,13,17,7,9,13,14,14,12,2,6,8,20,8,2,2,16,38,14,3,14,7,15,2,7,9,5,3,16,19,8,12,6,6,11,17,18,2,1,6,12,27,8,8,15,18,12,12,37,9,10,8,4,13,11,22,22,28,6,23,20,36,0,5,17,22,7,5,32,24,20,25,40,10,10,21,7,8,19,7,11,17,3,3,6,14,6,16,9,19,9,22
168,18,5,28,24,16,27,9,22,9,6,11,26,20,27,24,12,12,10,14,3,12,4,22,9,18,9,24,4,16,10,13,3,3,12,11,21,24,35,7,12,25,6,33,22,16,2,10,20,24,10,17,16,17,4,4,11,11,8,13,23,14,25,15,8,20,29,8,8,6,12,19,26,25,1,17,24,4,18,21,12,8,2,10,12,8,8,20,28,8,23,15,5,35,22,6,9,10,32,13,12,11,30,2,23,12,10,14,4,7,12,10,14,12,6,10,11,24,12,3,7,17,34,10,3,18,6,11,6,10,12,3,2,20,15,11,16,10,2,6,22,21,5,5,2,8,30,11,11,17,17,17,16,32,4,6,9,8,9,7,24,25,21,11,28,23,37,5,0,22,25,4,1,33,20,24,27,32,7,14,26,8,9,23,8,14,22,7,2,10,18,11,20,13,14,14,17
169,3,26,21,5,5,38,13,14,17,19,10,18,1,36,23,9,10,18,12,19,16,24,11,29,26,14,22,25,17,14,22,19,22,10,10,30,16,41,14,10,35,18,18,18,5,21,18,14,8,18,24,6,36,20,22,16,10,14,14,23,12,19,6,13,22,8,13,13,16,14,24,8,34,21,5,33,23,21,16,18,16,20,18,10,14,14,28,38,13,28,24,21,43,17,16,13,11,42,10,20,10,18,20,30,12,17,21,23,26,15,30,17,16,19,12,10,21,9,18,18,19,40,28,18,10,15,19,14,10,13,19,18,1,38,10,12,12,22,18,14,9,16,17,21,15,23,10,10,19,20,5,6,41,24,26,12,14,18,14,6,5,30,13,9,22,28,17,22,0,23,25,22,15,29,4,7,41,28,6,18,13,13,22,13,6,19,14,18,12,4,13,16,8,22,11,25
